artist,track,playcount,listeners
Metro Boomin,Only 1 (Interlude) (with Travis Scott),3096883,278321
Metro Boomin,No Complaints (feat. Offset & Drake) (Bonus),2255961,270359
Metro Boomin,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )",2171893,266801
Metro Boomin,"Nonviolent Communication (Metro Boomin & James Blake, A$AP Rocky, 21 Savage)",1665517,252757
Metro Boomin,Borrowed Love (feat. Swae Lee & WizKid),1972868,221452
Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",1799804,195787
Metro Boomin,Up to Something (feat. Travis Scott & Young Thug),1501164,193042
Metro Boomin,Lesbian (feat. Gunna & Young Thug),1669461,192751
Metro Boomin,Nas Morales (Metro Boomin & Nas),1036206,192394
Metro Boomin,10AM/Save The World (feat. Gucci Mane),999119,147825
Metro Boomin,"Only You (feat. WizKid, Offset & J Balvin)",572202,99871
Metro Boomin,BLUE PILL,596649,82325
Metro Boomin,They Wanna Have Fun,261847,80824
Metro Boomin,Take Me Thru Dere,330448,80400
Metro Boomin,Butterflies (Right Now),279668,64385
Metro Boomin,Creepin' (feat. 21 Savage) - Remix,224922,64102
Metro Boomin,I Want It All,165695,60329
Metro Boomin,Am I Dreaming,350603,50246
Metro Boomin,No Complaints,263665,42871
Metro Boomin,Overdue - Instrumental,140773,42386
Metro Boomin,10AM/Save The World - Instrumental,112114,41507
Metro Boomin,Loose Screws,120491,39888
Metro Boomin,Creepin',226273,39297
Michael Bolton,How Am I Supposed to Live Without You,1192806,237762
Michael Bolton,When a Man Loves a Woman,833245,204751
Michael Bolton,White Christmas,218549,98629
Michael Bolton,Go the Distance,384089,85819
Michael Bolton,Said I Loved You...But I Lied,325199,76077
Michael Bolton,To Love Somebody,243273,66346
Michael Bolton,How Can We Be Lovers,299594,65636
Michael Bolton,Soul Provider,160127,42945
Michael Bolton,A Love So Beautiful,148022,37313
Michael Bolton,Lean On Me,118905,31036
Michael Bolton,Steel Bars,123446,27495
Michael Bolton,Missing You Now,87818,27360
Michael Bolton,(Sittin' On) The Dock of the Bay,74273,26465
Michael Bolton,That's What Love Is All About,78734,25354
Michael Bolton,When I'm Back On My Feet Again,80761,23367
Michael Bolton,Georgia On My Mind,76566,22861
Michael Bolton,"Time, Love And Tenderness",87759,22215
Michael Bolton,Santa Claus Is Coming To Town,54081,21796
Michael Bolton,Walkin' In A Winter Wonderland,44017,19080
Michael Bolton,Love Is a Wonderful Thing,54859,16903
Michael Bolton,How Am I Supposed To Live Without You - Single Version,37760,14632
Michael Bolton,I Promise You,42400,13972
Michael Bolton,I Found Someone,40799,12612
Michael Bolton,Can I Touch You...There?,52010,12611
Michael Bolton,Soul Of My Soul,46008,11869
Michael Bolton,Missing You Now (feat. Kenny G),39786,10900
Michael Bolton,Drift Away,49730,10893
Michael Bolton,Reach Out I'll Be There,29709,8942
Michael Bolton,Said I Loved You... but I Lied,51795,8921
Michael Bolton,The Christmas Song,18678,8152
Michael Bolton,Fields Of Gold - featuring Eva Cassidy,26114,8140
Michael Bolton,Whiter Shade Of Pale,24111,8053
Michael Bolton,Now That I Found You,26590,7938
Michael Bolton,This River,19612,7677
Michael Bolton,The Best Of Love,34683,7581
Michael Bolton,Sexual Healing,20565,7477
Michael Bolton,Joy to the World,17574,7027
Michael Bolton,Fathers & Daughters,25954,6786
Michael Bolton,Once In A Lifetime,22335,6744
Michael Bolton,Completely,21738,6731
Michael Bolton,Silent Night,17913,6724
Michael Bolton,Our Love Is Like A Holiday,20477,6505
Michael Bolton,You Send Me,17259,6409
Michael Bolton,Murder My Heart,46947,6119
Michael Bolton,Said I Loved You but I Lied,39947,6019
Michael Bolton,Fly Me To The Moon (In Other Words),14982,5927
Michael Bolton,How Am I Supposed To Live...,30656,5714
Michael Bolton,Fools Game,20245,5661
Michael Bolton,Yesterday,16414,5583
Michael Bolton,A Time For Letting Go,17006,5508
Michael Buble,It's Beginning to Look a Lot Like Christmas,6769496,1309233
Michael Buble,Holly Jolly Christmas,4632077,1074302
Michael Buble,Feeling Good,5845739,921514
Michael Buble,Sway,4098177,607925
Michael Buble,Home,3437570,566867
Michael Buble,Haven't Met You Yet,3875569,553005
Michael Buble,Santa Claus Is Coming to Town,2033363,552556
Michael Buble,Everything,3740433,528112
Michael Buble,I'll Be Home for Christmas,1527874,437817
Michael Buble,Have Yourself a Merry Little Christmas,1453701,381964
Michael Buble,All I Want for Christmas Is You,1462018,338550
Michael Buble,Jingle Bells (feat. The Puppini Sisters),1180159,324830
Michael Buble,Christmas (Baby Please Come Home),1293314,321786
Michael Buble,Winter Wonderland,883740,294237
Michael Buble,Cold December Night,1203858,280942
Michael Buble,Santa Baby,1039350,273256
Michael Buble,Save the Last Dance for Me,1193796,266196
Michael Buble,Silent Night,906318,241844
Michael Buble,White Christmas (with Shania Twain),796328,240035
Michael Buble,Blue Christmas,841703,221579
Michael Buble,White Christmas,582846,208212
Michael Buble,It's a Beautiful Day,1129910,202221
Michael Buble,Lost,1193598,194563
Michael Buble,You Don't Know Me,842466,192677
Michael Buble,Ave Maria,630487,167499
Michael Buble,Me and Mrs. Jones,806006,162510
Michael Buble,You And I,627235,159680
Michael Buble,Fever,693768,158199
Michael Buble,The Christmas Song,512039,152391
Michael Buble,Can't Buy Me Love,521848,149951
Michael Buble,Cry Me a River,803794,143826
Michael Buble,Frosty the Snowman (feat. The Puppini Sisters),398752,143483
Michael Buble,Moondance,666989,141321
Michael Buble,Try a Little Tenderness,506237,138627
Michael Buble,A Foggy Day (in London Town),487276,136971
Michael Buble,How Sweet It Is,485292,136438
Michael Buble,The More I See You,459674,135778
Michael Buble,The Way You Look Tonight,550173,133055
Michael Buble,Come Fly With Me,546641,132003
Michael Buble,Let It Snow! - 10th Anniversary,272114,125556
Michael Buble,Always on My Mind,584712,124548
Michael Buble,For Once in My Life,486754,123598
Michael Buble,Crazy Love,608327,116077
Michael Buble,I've Got You Under My Skin,489200,113159
Michael Buble,The Best Is Yet To Come,478491,109766
Michael Buble,Call Me Irresponsible,501746,108307
Michael Buble,All of Me,459398,108268
Michael Buble,I've Got the World on a String,463662,108076
Michael Buble,L O V E,503299,107425
Michael Buble,Crazy Little Thing Called Love,440944,100599
Michael Damian,Rock On,22512,6087
Michael Damian,Rock On - Ver. 09,9229,3896
Michael Damian,Any Dream Will Do,3453,888
Michael Damian,Was It Nothing At All,3271,789
Michael Damian,Rock On (Ver. 09),1767,650
Michael Damian,Close Every Door,745,191
Michael Damian,Christmas Time Without You,386,189
Michael Damian,Cover of Love,723,142
Michael Damian,Photograph,1412,96
Michael Damian,Never Forget You,172,91
Michael Damian,Getting So Much Better,502,87
Michael Damian,Straight From My Heart,252,82
Michael Damian,Saved by the Bell,266,78
Michael Damian,"Wild Irish Heart (from the Netflix film ""Irish Wish"") (Remix)",202,76
Michael Damian,Rock On (Remix),125,73
Michael Damian,My Mistake,207,70
Michael Damian,Heartbreak Monday,201,69
Michael Damian,A Question of Time,212,67
Michael Damian,A Touch of Gray,228,66
Michael Damian,Turn From My Love,188,62
Michael Damian,There'll Never Be Another You,163,51
Michael Damian,Still Mad About You,112,47
Michael Damian,Rock My Heart,485,45
Michael Damian,Shadows In The Night,72,44
Michael Damian,Potiphar,65,41
Michael Damian,Little Marley & Me,59,41
Michael Damian,What a Price to Pay,111,40
Michael Damian,More,84,36
Michael Damian,Rock On (1989),98,29
Michael Damian,Rock On (Exyended Version),50,29
Michael Damian,(There'll Never Be) Another You,398,28
Michael Damian,"The Brothers Come To Egypt / Grovel, Grovel",30,25
Michael Damian,Stone the Crows,37,24
Michael Damian,Wait for Summer,71,23
Michael Damian,Reach Out to Me,90,22
Michael Damian,Radio Mix,61,22
Michael Damian,Who's the Thief?,23,22
Michael Damian,Sunrise,64,21
Michael Damian,She's in a different world,48,21
Michael Damian,Love Is the Thunder (You Turn Me On),87,20
Michael Damian,I Had a Dream,76,20
Michael Damian,I Engineer,65,20
Michael Damian,Ready Set Go,22,20
Michael Damian,Rock On (09 Version),154,19
Michael Damian,I'd Do Anything,81,19
Michael Damian,Eyes Of A Stranger,73,18
Michael Damian,Never Surrender,55,18
Michael Damian,She Did It,53,18
Michael Damian,Rock On (Extended Dance Mix),40,18
Michael Damian,Pharaoh's Dream Explained,24,18
Michael Jackson,Billie Jean,29108047,3410302
Michael Jackson,Beat It,21455190,2805438
Michael Jackson,Thriller,15112578,2421005
Michael Jackson,Don't Stop 'Til You Get Enough,9972581,1603682
Michael Jackson,Rock With You - Single Version,12473826,1525110
Michael Jackson,P.Y.T. (Pretty Young Thing),10890334,1487890
Michael Jackson,Human Nature,10317332,1431000
Michael Jackson,Smooth Criminal - 2012 Remaster,9900396,1429607
Michael Jackson,Remember the Time,11054310,1384488
Michael Jackson,Chicago,15084054,1314250
Michael Jackson,Black or White,7129262,1250566
Michael Jackson,Wanna Be Startin' Somethin',7014229,1167506
Michael Jackson,They Don't Care About Us,7510192,1150560
Michael Jackson,The Way You Make Me Feel - 2012 Remaster,5538407,944654
Michael Jackson,Man in the Mirror,6002317,942767
Michael Jackson,Bad,5448374,935014
Michael Jackson,You Rock My World,6820282,886237
Michael Jackson,Bad - 2012 Remaster,5241563,876159
Michael Jackson,Dirty Diana,5534227,869929
Michael Jackson,Smooth Criminal,5753314,827930
Michael Jackson,Off the Wall,5732415,826483
Michael Jackson,Love Never Felt So Good,5659274,818035
Michael Jackson,Baby Be Mine,5172954,802136
Michael Jackson,The Way You Make Me Feel,4334571,773297
Michael Jackson,Earth Song,4486689,747124
Michael Jackson,Heaven Can Wait,6753338,722185
Michael Jackson,You Are Not Alone,3897613,681796
Michael Jackson,Rock with You,3942942,672954
Michael Jackson,Dirty Diana - 2012 Remaster,3812432,664435
Michael Jackson,Heal the World,3524403,647352
Michael Jackson,Man In The Mirror - 2012 Remaster,3141284,590487
Michael Jackson,The Girl Is Mine (with Paul McCartney),3827813,577288
Michael Jackson,The Lady in My Life,3142956,563718
Michael Jackson,Workin' Day and Night,2274563,451355
Michael Jackson,I Can't Help It,2532704,444124
Michael Jackson,Beat It - Single Version,1912460,438698
Michael Jackson,Blood on the Dance Floor,2685638,407228
Michael Jackson,Scream,2425505,403290
Michael Jackson,In the Closet,2397232,383654
Michael Jackson,Get on the Floor,2101441,379730
Michael Jackson,Jam,1996788,366074
Michael Jackson,Who Is It,2398290,364587
Michael Jackson,I Just Can't Stop Loving You,1723512,358098
Michael Jackson,Give in to Me,2525467,356271
Michael Jackson,She's Out of My Life,1453506,347012
Michael Jackson,Billie Jean - Single Version,1330059,339143
Michael Jackson,Dangerous,1936394,337386
Michael Jackson,Butterflies,2218452,334850
Michael Jackson,Black Or White - Single Version,1452836,333789
Michael Jackson,Stranger in Moscow,2169798,330037
Michael McDonald,I Keep Forgettin' (Every Time You're Near),1193823,223330
Michael McDonald,Sweet Freedom,262727,68014
Michael McDonald,I Gotta Try,223920,64033
Michael McDonald,Ain't No Mountain High Enough,170928,50709
Michael McDonald,I Heard It Through The Grapevine,81317,27919
Michael McDonald,I Keep Forgettin' [Every Time You're Near],88917,25077
Michael McDonald,No Lookin' Back,67507,23212
Michael McDonald,I Want You,46889,18360
Michael McDonald,You Are Everything,38970,15891
Michael McDonald,Take It to Heart,36819,14631
Michael McDonald,I Keep Forgettin (Every Time You're Near),54673,14475
Michael McDonald,Love Lies,54078,14348
Michael McDonald,I Keep Forgettin',112246,14302
Michael McDonald,"Stop, Look, Listen (To Your Heart)",41538,13976
Michael McDonald,I Can Let Go Now,56928,12656
Michael McDonald,Playin' by the Rules,47926,11306
Michael McDonald,That's Why,46364,10708
Michael McDonald,I'm Gonna Make You Love Me,27417,10628
Michael McDonald,(Your Love Keeps Lifting Me) Higher And Higher,30039,10593
Michael McDonald,Ain't Nothing Like The Real Thing,26818,10127
Michael McDonald,"Reach Out, I'll Be There",30238,9557
Michael McDonald,No Such Luck,26857,8362
Michael McDonald,Believe in It,37214,8278
Michael McDonald,If That's What It Takes,32618,8243
Michael McDonald,Blink of an Eye,17623,7760
Michael McDonald,How Sweet It Is (To Be Loved By You),19952,7641
Michael McDonald,Minute by Minute,20505,7639
Michael McDonald,Mercy Mercy Me,19946,7509
Michael McDonald,All In Love Is Fair,19163,7506
Michael McDonald,Reflections,17469,7373
Michael McDonald,"Signed, Sealed, Delivered I'm Yours",20903,7195
Michael McDonald,Losin' End,20517,6196
Michael McDonald,I Believe (When I Fall In Love It Will Be Forever),15238,5956
Michael McDonald,Since I Lost My Baby,15152,5803
Michael McDonald,Lonely Teardrops,24649,5741
Michael McDonald,On My Own,16315,5615
Michael McDonald,You're All I Need To Get By,14439,5490
Michael McDonald,Distant Lover,14224,5272
Michael McDonald,Our Love,17329,5009
Michael McDonald,What's Going On,12268,4961
Michael McDonald,Love T.K.O.,13842,4916
Michael McDonald,I Was Made To Love Her,10832,4765
Michael McDonald,Walk On By,13119,4729
Michael McDonald,Eyes of a Child,18554,4725
Michael McDonald,For Once In My Life,12947,4721
Michael McDonald,What a Fool Believes,25109,4600
Michael McDonald,By Heart,14218,4591
Michael McDonald,Baby I Need Your Loving,12659,4479
Michael McDonald,Every Time Christmas Comes Around,8963,4319
Michael McDonald,After The Dance,10036,4276
Michael Murphey,Wildfire,22917,4923
Michael Murphey,What's Forever For,2716,972
Michael Murphey,Carolina In The Pines,2174,553
Michael Murphey,Wild Bird,644,253
Michael Murphey,Desert Rat,545,240
Michael Murphey,Medicine Man,498,215
Michael Murphey,Night Thunder,468,191
Michael Murphey,Blue Sky Riding Song,449,184
Michael Murphey,Without My Lady There,461,181
Michael Murphey,Rings Of Life,408,166
Michael Murphey,Secret Mountain Hideout,352,166
Michael Murphey,Renegade,405,149
Michael Murphey,"Cosmic Cowboy, Pt. 1",489,142
Michael Murphey,Wild Fire,556,138
Michael Murphey,Geronimo's Cadillac,614,134
Michael Murphey,South Canadian River Song,248,86
Michael Murphey,Mansion On The Hill,194,82
Michael Murphey,Alleys Of Austin,238,72
Michael Murphey,Rhythm of the Road,124,65
Michael Murphey,Honolulu,207,64
Michael Murphey,Natchez Trace,201,62
Michael Murphey,Backslider's Wine,220,59
Michael Murphey,Calico Silver,208,59
Michael Murphey,Dancing In The Meadow,188,58
Michael Murphey,Waking Up,193,56
Michael Murphey,Rainbow Man,171,56
Michael Murphey,Temperature Train,151,55
Michael Murphey,Blessings In Disguise,128,52
Michael Murphey,Harbor For My Soul,152,47
Michael Murphey,Crack Up In Las Cruces,148,47
Michael Murphey,Prometheus Busted,131,46
Michael Murphey,Buffalo Gun,128,46
Michael Murphey,Pink Lady,117,45
Michael Murphey,Boy From The Country,171,44
Michael Murphey,Drunken Lady Of The Morning,125,44
Michael Murphey,Seasons Change,79,42
Michael Murphey,The Lights Of The City,136,40
Michael Murphey,Rolling Hills,131,40
Michael Murphey,Natural Bridges,69,39
Michael Murphey,Temple Of The Sun,57,38
Michael Murphey,Cosmic Cowboy (Part One),115,37
Michael Murphey,Michael Angelo's Blues (Song For Hogman),98,37
Michael Murphey,The Wild West Show,44,33
Michael Murphey,Cosmic Cowboy / Cosmic Breakdown,1609,30
Michael Murphey,Changing Woman,105,30
Michael Murphey,Maybe This Time,153,27
Michael Murphey,Nothing Is Your Own,61,27
Michael Murphey,Cherokee Fiddle,43,27
Michael Murphey,What Am I Doin' Hangin' Around?,91,25
Michael Murphey,Swans Against The Sun,52,23
Michael Stanley Band,He Can't Love You (Remastered),13874,3413
Michael Stanley Band,He Can't Love You,14421,2311
Michael Stanley Band,My Town (Remastered),4453,1217
Michael Stanley Band,My Town,4596,983
Michael Stanley Band,Lover (Remastered),2514,650
Michael Stanley Band,Lover,2824,633
Michael Stanley Band,Rosewood Bitters,1998,499
Michael Stanley Band,Someone Like You,1859,484
Michael Stanley Band,Let's Get The Show On The road,1892,453
Michael Stanley Band,Love Hasn't Been Here (Remastered),4683,388
Michael Stanley Band,Falling In Love Again,1323,349
Michael Stanley Band,Midwest Midnight,1826,344
Michael Stanley Band,In The Heartland,1665,323
Michael Stanley Band,Why Should Love Be This Way,1092,320
Michael Stanley Band,Strike Up The Band,1086,305
Michael Stanley Band,Falling in Love Again (Remastered),931,295
Michael Stanley Band,One Good Reason,1092,284
Michael Stanley Band,Don't Stop The Music,904,276
Michael Stanley Band,All I Ever Wanted (Remastered),1078,261
Michael Stanley Band,All I Ever Wanted,1306,260
Michael Stanley Band,Somewhere In The Night,1206,258
Michael Stanley Band,In Between The Lines,768,255
Michael Stanley Band,Fire in the Hole,937,253
Michael Stanley Band,Nothing's Gonna Change My Mind,1296,234
Michael Stanley Band,In the Heartland (Remastered),648,229
Michael Stanley Band,Let's Get The Show On The Road - Live,896,219
Michael Stanley Band,Midwest Midnight - Live,839,216
Michael Stanley Band,Working Again (Remastered),582,213
Michael Stanley Band,Baby If You Wanna Dance,870,210
Michael Stanley Band,I'll Never Need Anyone More (Remastered),748,204
Michael Stanley Band,Misery Loves Company,846,193
Michael Stanley Band,Voodoo,601,190
Michael Stanley Band,Working Again,878,183
Michael Stanley Band,Nothing's Gonna Change My Mind - Live,681,178
Michael Stanley Band,Someone Like You (Remastered),762,177
Michael Stanley Band,Rosewood Bitters - Live,674,173
Michael Stanley Band,Don't Stop the Music (Remastered),477,162
Michael Stanley Band,When I'm Holding You Tight,596,161
Michael Stanley Band,Hearts On Fire,868,157
Michael Stanley Band,Somewhere in the Night (Remastered),708,157
Michael Stanley Band,Carolyn,640,156
Michael Stanley Band,When I'm Holding You Tight (Remastered),667,152
Michael Stanley Band,Hard Time,583,138
Michael Stanley Band,Say Goodbye,572,138
Michael Stanley Band,We're Not Strangers Anymore,395,138
Michael Stanley Band,Highlife,515,133
Michael Stanley Band,Let`s Get The Show On The road,184,133
Michael Stanley Band,I'll Never Need Anyone More,666,130
Michael Stanley Band,Save A Little Piece For Me,509,128
Michael Stanley Band,Slip Away,412,126
Michael W. Smith,Awesome God,192379,42432
Michael W. Smith,Above All,193088,41045
Michael W. Smith,Agnus Dei,153826,33507
Michael W. Smith,You Are Holy (Prince Of Peace),156352,32112
Michael W. Smith,Open The Eyes Of My Heart,110905,30254
Michael W. Smith,Breathe,103806,25566
Michael W. Smith,Let It Rain,96171,23975
Michael W. Smith,I Will Be Here For You,95376,22689
Michael W. Smith,Draw Me Close,77814,21096
Michael W. Smith,The Heart Of Worship,74720,20504
Michael W. Smith,Forever,68621,19100
Michael W. Smith,Place In This World,91848,19096
Michael W. Smith,Healing Rain,64932,16610
Michael W. Smith,Here I Am To Worship,73844,16572
Michael W. Smith,Turn Your Eyes Upon Jesus,54073,14431
Michael W. Smith,Surrounded (Fight My Battles),105219,14221
Michael W. Smith,"More Love, More Power",48982,13427
Michael W. Smith,This Is Your Time,46701,12726
Michael W. Smith,Here I Am,38442,11145
Michael W. Smith,Freedom,45177,10968
Michael W. Smith,Open The Eyes Of My Heart - Live,70198,10735
Michael W. Smith,Carol Ann,102756,10373
Michael W. Smith,Waymaker,63594,10124
Michael W. Smith,Friends,46940,10058
Michael W. Smith,The Offering,47305,9886
Michael W. Smith,All Is Well,30286,9855
Michael W. Smith,Ancient Words,45336,9252
Michael W. Smith,Grace,38517,9128
Michael W. Smith,Welcome To Our World,27253,9042
Michael W. Smith,Come To The Cross,27748,8901
Michael W. Smith,There Is None Like You,34605,8668
Michael W. Smith,The Giving,47696,8578
Michael W. Smith,Love Me Good,29835,8529
Michael W. Smith,I Give You My Heart,40824,8498
Michael W. Smith,Purified,31626,8175
Michael W. Smith,The Wonderful Cross,37110,8065
Michael W. Smith,I See You,34045,7991
Michael W. Smith,Waymaker - Radio Version,43536,7868
Michael W. Smith,Prayer For Taylor,33477,7722
Michael W. Smith,Mighty To Save,41964,7363
Michael W. Smith,Christmas Day,23017,7289
Michael W. Smith,Secret Ambition,32626,7152
Michael W. Smith,Above All - Live,42260,7145
Michael W. Smith,Gloria,24309,7018
Michael W. Smith,Live The Life,23919,6789
Michael W. Smith,I Can Hear Your Voice,27647,6432
Michael W. Smith,I'll Lead You Home,24551,6404
Michael W. Smith,Majesty,26907,6347
Michael W. Smith,Christmastime,26113,6207
Michael W. Smith,What Child Is This,18944,5926
Michelle Branch,Everywhere,3171287,478767
Michelle Branch,All You Wanted,2181097,331968
Michelle Branch,Breathe,1735079,282520
Michelle Branch,Goodbye to You,1300965,226085
Michelle Branch,Are You Happy Now?,930544,177650
Michelle Branch,You Set Me Free,609408,127527
Michelle Branch,You Get Me,517916,117101
Michelle Branch,Here With Me,380268,89152
Michelle Branch,Sweet Misery,357176,84325
Michelle Branch,I'd Rather Be in Love,359893,80150
Michelle Branch,Something to Sleep To,310303,76175
Michelle Branch,If Only She Knew,303411,71404
Michelle Branch,Find Your Way Back,310468,64777
Michelle Branch,Drop in the Ocean,225267,63386
Michelle Branch,One of These Days,286284,62944
Michelle Branch,Tuesday Morning,314064,62057
Michelle Branch,Are You Happy Now,304840,60331
Michelle Branch,Desperately,264238,54263
Michelle Branch,Empty Handed,226042,52559
Michelle Branch,It's You,211606,51842
Michelle Branch,Hotel Paper,220859,51410
Michelle Branch,Where Are You Now?,214735,49459
Michelle Branch,'Til I Get Over You,170420,36243
Michelle Branch,Second Chances,86749,29944
Michelle Branch,I'll Always Be Right There,80048,28544
Michelle Branch,Leap of Faith,75638,25910
Michelle Branch,Washing Machine,60951,24476
Michelle Branch,Paper Pieces,65182,24099
Michelle Branch,Love Me Like That,87153,23198
Michelle Branch,Til' I Get Over You,78611,20578
Michelle Branch,Stewart's Coat,44718,18756
Michelle Branch,Sooner or Later,159685,18685
Michelle Branch,Goodbye to You (acoustic),50459,18632
Michelle Branch,Love Me Like That (with Sheryl Crow),41452,15960
Michelle Branch,Hopeless Romantic,67542,15369
Michelle Branch,Loud Music,115117,13673
Michelle Branch,Best You Ever,56239,13083
Michelle Branch,You are everywhere,21423,12339
Michelle Branch,Where Are You Now,25983,11924
Michelle Branch,Crazy Ride,55043,10250
Michelle Branch,'Till I get over you,18668,10148
Michelle Branch,The Game of Love feat Santana,15895,9271
Michelle Branch,The Game of Love,53769,8647
Michelle Branch,Are You Happy Now (acoustic),11569,8625
Michelle Branch,Ready to Let You Go,39314,7993
Michelle Branch,I Want Tears,56432,7854
Michelle Branch,Heart-Shaped Box,10908,7687
Michelle Branch,Til' I Get Over You (acoustic),9946,7570
Michelle Branch,I'm a Man,24015,7226
Michelle Branch,A Case of You,23817,7101
Mick Jagger,God Gave Me Everything,819336,160822
Mick Jagger,Memo From Turner,180829,55563
Mick Jagger,Sweet Thing,182032,50337
Mick Jagger,Just Another Night,122804,35816
Mick Jagger,Visions Of Paradise,115956,33915
Mick Jagger,Old Habits Die Hard,138143,30381
Mick Jagger,Don't Tear Me Up,84191,28255
Mick Jagger,Gotta Get A Grip - Kevin Parker Remix,108531,26052
Mick Jagger,Joy,61581,25800
Mick Jagger,Put Me In The Trash,56228,21542
Mick Jagger,Don't Call Me Up,58421,20652
Mick Jagger,Hard Woman,72196,20398
Mick Jagger,Evening Gown,55037,19916
Mick Jagger,Let's Work,55831,16322
Mick Jagger,Lucky in Love,50865,16178
Mick Jagger,Use Me,43054,14617
Mick Jagger,Wired All Night,43579,14088
Mick Jagger,Wandering Spirit,37965,14075
Mick Jagger,Lonely Without You (This Christmas),34028,13413
Mick Jagger,Charmed Life,47243,12491
Mick Jagger,Angel In My Heart,39526,12448
Mick Jagger,"Strange Game - From The ATV+ Original Series ""Slow Horses”",37955,12067
Mick Jagger,Dancing in the Starlight,34804,11560
Mick Jagger,Gotta Get A Grip,29598,11141
Mick Jagger,Goddess in the Doorway,32029,10249
Mick Jagger,Out Of Focus,27699,10015
Mick Jagger,Hide Away,29356,10009
Mick Jagger,Lucky Day,27554,9581
Mick Jagger,Everybody Getting High,30052,9227
Mick Jagger,Sympathy For The Devil,18328,9125
Mick Jagger,I've Been Lonely For So Long,24231,8859
Mick Jagger,Too Far Gone,24698,8159
Mick Jagger,Gun,23310,7815
Mick Jagger,Too Many Cooks (Spoil The Soup),20695,7762
Mick Jagger,Handsome Molly,19555,7676
Mick Jagger,Hang On To Me Tonight,21156,7508
Mick Jagger,Strange Game,43391,7444
Mick Jagger,Mother Of A Man,18806,7401
Mick Jagger,Party Doll,27424,7390
Mick Jagger,Think,19007,7257
Mick Jagger,Lonely at the Top,20388,6667
Mick Jagger,Throwaway,21848,6650
Mick Jagger,Memo From Turner - (Original Single Stereo Version),18924,6485
Mick Jagger,Say You Will,22602,6273
Mick Jagger,Brand New Set of Rules,19725,6153
Mick Jagger,Secrets,18099,5609
Mick Jagger,"Memo From Turner - ""Mick Jagger"" Version",11124,5547
Mick Jagger,Running Out of Luck,14237,5154
Mick Jagger,Turn the Girl Loose,12705,5048
Mick Jagger,She's the Boss,14547,4870
Midnight Star,Midas Touch,333879,82667
Midnight Star,Freak-A-Zoid,82950,27310
Midnight Star,Operator,60508,20699
Midnight Star,Wet My Whistle,64208,19141
Midnight Star,Curious,80006,18003
Midnight Star,No Parking (On the Dance Floor),42449,16799
Midnight Star,Slow Jam,58035,10847
Midnight Star,Headlines,20259,8601
Midnight Star,No Parking (On the Dance Floor) - Radio Mix,26193,7755
Midnight Star,Body Snatchers,13603,7054
Midnight Star,No Parking On the Dance Floor,27457,6822
Midnight Star,No Parking (On the Dance Floor) - 12 Inch Mix,16096,5242
Midnight Star,Electricity,16451,5221
Midnight Star,Midas Touch (Hell Interface Remix),11140,4397
Midnight Star,Night Rider,14655,4150
Midnight Star,I've Been Watching You,9778,3978
Midnight Star,"No Parking (On the Dance Floor) - 12"" Mix",11666,3360
Midnight Star,Hot Spot,7162,3294
Midnight Star,Make It Last,5835,3169
Midnight Star,Don't Rock The Boat,5769,2373
Midnight Star,Feels So Good,8211,2285
Midnight Star,No Parking (On The Dancefloor),4645,1963
Midnight Star,Playmates,5287,1824
Midnight Star,Engine No.9,6068,1783
Midnight Star,Scientific Love,6243,1543
Midnight Star,Midas Touch (CFCF Remix),5431,1201
Midnight Star,Love Song,4803,1138
Midnight Star,Snake in the Grass,3376,1069
Midnight Star,Midas Touch (remix by Starskee),5879,1060
Midnight Star,Freak A Zoid,2101,1027
Midnight Star,No Parking,2776,1026
Midnight Star,Let's Celebrate,3131,966
Midnight Star,Freakazoid,3496,919
Midnight Star,Close to Midnight,2357,896
Midnight Star,Searching for Love,2998,877
Midnight Star,Tuff,3254,866
Midnight Star,"Operator - 12"" Mix",2278,857
Midnight Star,Stay Here By My Side,2447,810
Midnight Star,Planetary Invasion,2406,802
Midnight Star,Freak-A-Zoid (Single Version),2314,749
Midnight Star,Midas Touch - Starskee Radio Edit,4857,748
Midnight Star,Midas Touch (Starskee Remix),3577,708
Midnight Star,The Midas Touch (Hell Interface remix),3532,668
Midnight Star,Victory,1896,653
Midnight Star,Move Me,2018,650
Midnight Star,Freak-A-Zoid - Single Version,1704,647
Midnight Star,Dead End,1684,615
Midnight Star,I Won't Let You Be Lonely,1895,606
Midnight Star,Get Dressed,1504,597
Midnight Star,Can You Stay With Me,2224,595
Migos,Stir Fry,8266008,763041
Migos,Bad and Boujee (feat. Lil Uzi Vert),5588929,716918
Migos,Walk It Talk It,4330145,571344
Migos,MotorSport,3299964,445334
Migos,Need It (feat. YoungBoy Never Broke Again),3974761,437352
Migos,T-Shirt,3474532,422263
Migos,Slippery (feat. Gucci Mane),2781667,375061
Migos,Narcos,2740991,356263
Migos,Fight Night,1590333,254324
Migos,Need It,2478367,239159
Migos,Kelly Price (feat. Travis Scott),1811180,221538
Migos,Get Right Witcha,1273432,206284
Migos,Straightenin,1408629,199396
Migos,Having Our Way (feat. Drake),1325297,192712
Migos,Notice Me,1290839,178904
Migos,Handsome and Wealthy,1071246,173519
